"Category","Outbreak","Location","Continent","Lat","Long","Date","Year","Cases","Fatalities","Impact Scale","Source Citation","Source"
"Measles","Measles","Georgia","Europe","41.71667"," 44.78333 ","1/2015-2/2015","2015.0","100.0","0.0","Epidemic","World Health Organization. "" WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ","http://www.euro.who.int/en/media-centre/sections/press-releases/2015/whoeurope-calls-for-scaled-up-vaccination-against-measles"
"Measles","Measles","Germany","Europe","50.92554","10.76111","11/2011-10/2012","2012.0","183.0","0.0","Cluster","European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.","http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf"
"Measles","Measles","Germany","Europe","51.165691","10.451526","9/2010-10/2010","2010.0","13.0","0.0","Secondary","Pfaff. ""Spotlight on measles 2010: Measles outbreak among travellers returning from a mass gathering, Germany, September to October 2010."" Eurosurveillance 15, no. 50 (2010).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19750"
"Measles","Measles","Germany (Bavaria)","Europe","48.79045","11.49789","4/2013-5/2013","2013.0","60.0","0.0","Epidemic","""Measles outbreak in Bavaria -- doctors sound the alarm,"" Kinderaerzrzte-im-netz, May 10, 2013.","http://www.kinderaerzte-im-netz.de/bvkj/aktuelles1/show.php3?id=4535&nodeid=26"
"Measles","Measles","Germany (Berlin)","Europe","52.51917","13.40609","1/2013-6/2013","2013.0","323.0","0.0","Epidemic","Langemak, Sheri. ""Schwere Masern-Epidemie in Berlin und Bayern."" Berliner Morgenpost. June 28, 2013.","http://www.morgenpost.de/web-wissen/gesundheit/article117531815/Schwere-Masern-Epidemie-in-Berlin-und-Bayern.html"
"Mumps","Mumps","Germany (Bavaria)","Europe","48.790447","11.497889","8/2010-10/2010","2010.0","115.0","0.0","Epidemic","Otto, W. ""Ongoing outbreak of mumps affecting adolescents and young adults in Bavaria, Germany, August to October 2010."" Eurosurveillance 15, no. 50 (2010).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19748"
"Measles","Measles","Germany (Berlin)","Europe","52.523405","13.4114","1/2010","2010.0","62.0","0.0","Epidemic","Bätzing-Feigenbaum. ""Spotlight on measles 2010: Preliminary report of an ongoing measles outbreak in a subpopulation with low vaccination coverage in Berlin, Germany, January-March 2010."" Eurosurveillance 15, no. 13 (2010).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19527"
"Measles","Measles","Germany (Berlin)","Europe","52.49347","13.53756","1/2015-4/2015","2015.0","849.0","0.0","Epidemic","Sun Daily. "" Almost 1000 cases of measles reported in Berlin."" April 4, 2015","http://www.thesundaily.my/news/1374414"
"Measles","Measles","Germany (Hamburg)","Europe","53.55108","9.99368","12/2008-6/2009","2009.0","216.0","0.0","Epidemic","Eurosurveillance, ""Description of measles D4-Hamburg outbreak in Hamburg, Germany, December 2008 to June 2009, which disproportionally affected a local Roma community,"" June 14, 2012.","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20194"
"Measles","Measles","Germany(Frankfurt)","Europe","50.111445","8.680615","5/2011","2011.0","45.0","0.0","Epidemic","Frankfurter Rundschau. ""Cases of Measles rising in Frankfurt."" Tropical Medical Bureau, May 6, 2011.","http://www.tmb.ie/exodus/news.asp?title=Cases-of-Measles-rising-in-Frankfurt&id=181970"
"Measles","Measles","Germany (Rhine-Erft)","Europe","50.94365","6.73491","10/2013","2013.0","29.0","0.0","Cluster","Kölner Stadt-Anzeiger. ""Ill 29 people with measles."" October 7, 2013","http://www.ksta.de/erftstadt/waldorfschule-erftstadt-29-menschen-an-masern-erkrankt,15189182,23654256.html"
"Measles","Measles","Germany (Karlsruhe)","Europe","49","8.4","9/2014","2014.0","1.0","0.0","Isolated","KA News. ""Masernfall: Flüchtlings-Aufnahmestelle in zwei Wochen wieder auf."" September 23, 2014.","http://www.ka-news.de/nachrichten/baden-wuerttemberg/Aussenstelle-fuer-Fluechtlinge-wegen-Masern-geschlossen;art505234,1482842"
"Other","Diptheria","Germany","Europe","51.16569","10.45153","7/2015","2015.0","4.0","0.0","Cluster","Herriman, Robert. ʺEurope reporting imported cutaneous diphtheria in refugees.ʺ Outbreak News Today, August 1, 2015. ","http://outbreaknewstoday.com/europe-reporting-imported-cutaneous-diphtheria-in-refugees-10571/"
"Measles","Measles","Ghana","Africa","9.39398","-0.82372","1/2013-2/2013","2013.0","3.0","0.0","Cluster","Ghana Web. ""New measles cases recorded in Tamale."" March 20, 2013.","http://www.ghanaweb.com/GhanaHomePage/health/artikel.php?ID=268271"
"Other","Meningitis","Ghana","Africa","7.946527","-1.023194","1/2010","2010.0","96.0","17.0","Epidemic","Ghana Web, ""Outbreak of CSM: 17 killed,"" February 22, 2010.","http://www.ghanaweb.com/GhanaHomePage/NewsArchive/artikel.php?ID=177228"
"Measles","Measles","Gibraltar","Europe","36.137741","-5.345374","11/2008","2008.0","250.0","0.0","Epidemic","Panorama, ""Measles outbreak affects over 250 ,"" November 1, 2008.","http://www.panorama.gi/localnews/headlines.php?action=view_article&article=3776&offset=0"
"Measles","Measles","Greece","Europe","39.074208","21.824312","7/2010","2010.0","126.0","0.0","Epidemic","Pervanidou. ""Spotlight on measles 2010: Ongoing measles outbreak in Greece, January–July 2010."" Eurosurveillance 15, no. 30 (2010).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19629"
"Mumps","Mumps","Guam","North America","13.444304","144.793731","5/2010","2010.0","142.0","0.0","Epidemic","ProMed Newsgroup. ""Update on Guam mumps outbreak."" Vhi Healthcare, May 6, 2010.","http://vhi.exodus.ie/news.asp?id=52140"
"Measles","Measles","Guam","North America","13.44430","144.79373","3/2014","2014.0","1.0","0.0","Isolated","Guam Pacific Daily News. ""Public Health confirms a case of measles on Guam."" March 28, 2014.","http://www.guampdn.com/article/20140328/NEWS01/140328005/Public-Health-confirms-case-measles-Guam"
"Whooping Cough","Whooping Cough","Guam","North America","13.46701","144.75082","1/2015-3/2015","2015.0","11.0","0.0","Cluster","Herriman, Robert. ""Guam reports pertussis outbreak, 11 cases reported to date."" Outbreak News Today. March 27, 2015. ","http://outbreaknewstoday.com/guam-reports-pertussis-outbreak-11-cases-reported-to-date-28327/"
"Other","Rotavirus","Guatemala","North America","15.783471","-90.230759","1/2010","2010.0","4336.0","0.0","Epidemic","Pan American Health Organization. ""Epidemiological Alert: Rotavirus Situation Update."" March 30, 2010.","http://new.paho.org/hq/index.php?option=com_content&task=view&id=2678&Itemid=1167"
"Polio","Polio","Guinea","Africa","10.27709","-10.41504","1/2011-12/2011","2011.0","3.0","0.0","Cluster","Global Polio Eradication Initative. ""Case breakdown by country."" August, 2012.","http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx"
"Measles","Measles","Guinea","Africa","9.945587","-9.696645","1/2010-4/2010","2010.0","1013.0","2.0","Epidemic","UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.","http://www.unicef.org/media/media_53399.html"
"Measles","Measles","Guinea","Africa","9.94559","-9.69664","12/2013-2/2014","2014.0","1590.0","6.0","Epidemic","Lazuta, Jennifer. ""Guinea Aid Groups Battling Measles Outbreak."" Voice of America. February 12, 2014.","http://www.voanews.com/content/guinea-aid-groups-battling-measles-outbreak/1849940.html"
"Other","Diptheria","Haiti","North America","18.971187","-72.285215","10/2009","2009.0","33.0","15.0","Cluster","Berger, Stephen. Diphtheria: Global Status 2010. GIDEON Informatics, September 17, 2010.  ","https://books.google.com/books?id=unPDpMEyF4sC&pg=PA171&lpg=PA171&dq=Diphtheria+Haiti+2009&source=bl&ots=c-nR--VsIF&sig=EKkG4HYKUNtyDTBh639YY8wHSak&hl=en&sa=X&ved=0CFUQ6AEwCGoVChMIn5mAjLKxyAIVA2g-Ch1eeQeN#v=onepage&q=Diphtheria%20Haiti%202009&f=false"
"Polio","Polio","India               ","Asia","20.593684","78.96288","8/2011","2011.0","5.0","0.0","Secondary","Deb Roy, Sumitra. ""5 children contract polio from vaccine."" the Time of India, August 7, 2011/","http://articles.timesofindia.indiatimes.com/2011-08-07/india/29861028_1_polio-virus-oral-polio-vaccine-vaccine-derived-polio"
"Measles","Measles","India (Arunachal)","Asia","27.25831","93.03759","1/2012","2012.0","30.0","0.0","Cluster","IBN Live News. ""Measles outbreak reported from Arunachal district."" January 19, 2012.","http://ibnlive.in.com/generalnewsfeed/news/measles-outbreak-reported-from-arunachal-district/952659.html"
"Polio","Polio","India (Bengal)","Asia","22.98676","87.85498","3/2012","2012.0","1.0","0.0","Isolated","Sinha, Kounteya. ""Year's first case of vaccine-derived polio reported in Bengal."" The Times of India, March 19, 2012.","http://articles.timesofindia.indiatimes.com/2012-03-19/india/31209820_1_oral-polio-polio-vaccine-polio-virus"
"Measles","Measles","India (Bhopal)","Asia","23.25993","77.41262","2/2012","2012.0","50.0","0.0","Epidemic","The Times of India. ""Measles outbreak in Nalkheda village."" February 26, 2012.","http://articles.timesofindia.indiatimes.com/2012-02-26/bhopal/31101130_1_measles-outbreak-measles-cases-health-workers"
"Other","Typhoid Fever","India (Haryana)","Asia","29.058776","76.085601","8/2010","2010.0","43.0","0.0","Epidemic","India Express. ""43 typhoid cases reported from Panchkula, doctors warn against eating out
."" August 25, 2010.","http://www.indianexpress.com/news/43-typhoid-cases-reported-from-Panchkula--doctors-warn-against-eating-out/673785"
"Other","Diptheria","India (Haryana)","Asia","29.06772","76.10916","9/2012","2012.0","14.0","5.0","Cluster","Vishal Joshi. ""Diptheria Outbreak : Five Kids Die, Nine Refered to Delhi."" Hindustan Times. Sept 11, 2012.","http://www.hindustantimes.com/News-Feed/Chunk-HT-UI-PunjabSectionPage-TopStories/Diphtheria-outbreak-Five-kids-die-nine-referred-to-Delhi/Article1-925334.aspx"
"Measles","Measles","India (Hyderabad)","Asia","17.385044","78.486671","1/2011-3/2011","2011.0","345.0","0.0","Epidemic","Baseerat, Bushra. ""Alarming rise in measles cases in city.""  The Times of India, April 4, 2011.","http://articles.timesofindia.indiatimes.com/2011-04-04/hyderabad/29379646_1_measles-vaccinated-district-health-officials"
"Measles","Measles","India (Karnakata)","Asia","15.317277","75.713888","8/2011","2011.0","1.0","1.0","Isolated","Baseerat, Bushra. ""Alarming rise in measles cases in city."" The Times of India, April 4, 2011.","http://www.deccanherald.com/content/183132/boys-death-hamlet-measles-confirmed.html"
"Measles","Measles","India (Kashmir)","Asia","34.149088","76.825965","9/2008","2008.0","5.0","5.0","Cluster","Diwan , Piyush. ""Jammu, Kashmir Hit By Measles Epidemic."" Top News, September 18, 2008.","http://www.topnews.in/jammu-kashmir-hit-measles-epidemic-268545"
"Measles","Measles","India (Lucknow)","Asia","26.846511","80.946683","7/2011","2011.0","3.0","1.0","Secondary","MSN News, ""Child dies after being administered measles vaccine,"" July 22, 2011.","http://news.in.msn.com/national/article.aspx?cp-documentid=5309287"
"Measles","Measles","India","Asia","28.57552","77.24195","1/2011-12/2011","2011.0","29339.0","0.0","Epidemic","World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.","http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/"
"Polio","Polio","India (Maharashtra)","Asia","19.75148","75.71389","6/2013-8/2013","2013.0","4.0","0.0","Epidemic","The Hindu. ""WHO investigating Maharashtra’s polio case."" June 8, 2013.","http://www.thehindu.com/news/national/who-investigating-maharashtras-polio-case/article4792320.ece"
"Whooping Cough","Whooping Cough","India (Rajasthan)","Asia","27.023804","74.217933","7/2011","2011.0","5.0","1.0","Cluster","Daily Bhaskar. ""Immunisation drive fares poorly, diphtheria cases up."" July 14, 2011.","http://daily.bhaskar.com/article/RAJ-JPR-immunisation-drive-fares-poorly-diphtheria-cases-up-2261591.html"
"Measles","Measles","India (Rayagada)","Asia","19.16667","83.41667","4/2012","2012.0","9.0","9.0","Cluster","TNN. ""Measles outbreak feared in Rayagada, 9 children killed."" The Times of India, April 29, 2012.","http://articles.timesofindia.indiatimes.com/2012-04-29/bhubaneswar/31475939_1_measles-outbreak-three-villagers-blood-samples"
"Measles","Measles","India (Uttar Pradesh)","Asia","27.570589","80.098187","5/2011","2011.0","5.0","2.0","Cluster","IBN Live News, ""Two children die of measles,"" May 15, 2011.","http://ibnlive.in.com/generalnewsfeed/news/two-children-die-of-measles/684678.html"
"Measles","Measles","India (Odisha)","Asia","19.31496","84.79409","7/2013","2013.0","20.0","1.0","Cluster","Times of India. ""Measles outbreak puts administration on toes."" July 6, 2013.","http://articles.timesofindia.indiatimes.com/2013-07-06/bhubaneswar/40406902_1_measles-berhampur-expert-team"
"Measles","Measles","India (Odisha state, Ashokjhar village)","Asia","20.994481","86.111813","11/2014","2014.0","10.0","4.0","Cluster","Herriman, Robert. ""Chickenpox outbreak kills 4 tribal children in India."" Outbreak News Today. November 8, 2014.","http://outbreaknewstoday.com/chickenpox-outbreak-kills-4-tribal-children-in-india-23952/"
"Polio","Polio   ","India (Uttar Pradesh)","Asia","27.570589","80.098187","10/2008","2008.0","32.0","0.0","Cluster","Adiga, Aravind. ""What's Behind India's Outbreak of Polio Paranoia."" Time, September 28, 2006.","http://www.time.com/time/health/article/0,8599,1540477,00.html"
"Measles","Measles","India (Chhatisgarh)","Asia","22.23421","82.04071","2/2014","2014.0","3.0","0.0","Isolated","Poonwala, Husain. ""Measles outbreak in Bilaspur district, Chhatisgarh."" PROMed Mail. February 20, 2014.","http://www.promedmail.org/direct.php?id=2293981"
"Measles","Measles","India (Bangalore)","Asia","12.97160","77.59456","4/2014","2014.0","40.0","0.0","Cluster","Sunitha, Rao R. and Susan Ullas Sruthy. ""Measles mess: Bangalore sees a rash of cases."" Times of India. April 24, 2014.","http://timesofindia.indiatimes.com/city/bangalore/Measles-mess-Bangalore-sees-a-rash-of-cases/articleshow/34132640.cms"
"Measles","Measles","India (Gujarat)","Asia","22.26776","70.79950","5/2014","2014.0","11.0","0.0","Cluster","The Times of India. ""11 cases of measles identified in Rajkot."" May 23, 2014.","http://timesofindia.indiatimes.com/city/rajkot/11-cases-of-measles-identified-in-Rajkot/articleshow/35510350.cms"
"Measles","Measles","India (Delhi)","Asia","28.56562","77.24339","1/2014-5/2014","2014.0","800.0","0.0","Epidemic","Chatterjee, Pritha. ""Spike in measles cases, Delhi sends report of cases to WHO."" Indian Express. May 26, 2014.","http://indianexpress.com/article/cities/delhi/spike-in-measles-cases-delhi-sends-report-of-cases-to-who/"
"Other","Chicken Pox","India (Indore)","Asia","22.71957        ","75.85773","5/2014","2014.0","15.0","0.0","Cluster","FPJ Bureau. ""15 chicken-pox cases found in Niranjanpur."" The Free Press Journal. May 15, 2014. NOTE: These cases were originally reported as measles cases.","http://freepressjournal.in/15-chicken-pox-cases-found-in-niranjanpur/"
"Other","Diptheria","India (Hyderabad)","Asia","17.38504","78.48667","8/2014","2014.0","15.0","0.0","Epidemic","Herriman, Robert. ""Diphtheria outbreak reported in Hyderabad."" Outbreak News Today. August 11, 2014.","http://outbreaknewstoday.com/diphtheria-outbreak-reported-in-hyderabad-20159/"
"Measles","Measles","India (Guna)","Asia","24.6348197","77.2979782","11/2015","2015.0","11.0","0.0","Cluster","WebIndia123. ""WHO to examine suspected measles patients in Guna."" November 15, 2015.","http://news.webindia123.com/news/Articles/India/20151115/2725431.html"
"Rubella","Rubella","Indonesia","Asia","-0.78928","113.92133","10/2011","2011.0","3.0","0.0","Cluster","7th Space. "" Suspected rubella outbreak involving three Indonesians investigated."" October 16, 2011.","http://7thspace.com/headlines/397065/suspected_rubella_outbreak_involving_three_indonesians_investigated.html"
"Measles","Measles","Indonesia","Asia","-2.28455","120.27832","1/2011-12/2011","2011.0","21893.0","0.0","Epidemic","World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.","http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/"
"Measles","Measles","Indonesia","Asia","-8.40952","115.18892","1/2013-11/2013","2013.0","6300.0","0.0","Epidemic","Natahadibrata, Nadya. ""Govt plays down measles 
outbreak."" The Jakarta Post. December 12, 2013.","http://www.thejakartapost.com/news/2013/12/12/govt-plays-down-measles-outbreak.html"
"Other","Typhoid Fever","Indonesia (Jakarta)","Asia","-6.21154","106.84517","12/2011","2011.0","1.0","0.0","Isolated","Primanita, Arientha. ""Ibu Ani Treated for Typhoid: Doctors."" Jakarta Globe, December 29, 2011.","http://www.thejakartaglobe.com/home/ibu-ani-treated-for-typhoid-doctors/487879"
"Polio","Polio","Iraq ","Asia","33.32500","44.42200","1/2014-10/2014","2014.0","2.0","0.0","Cluster","Global Polio Eradication Initiative. ""Polio this week as of 24 December 2014."" December 24, 2014.","http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx"
"Measles","Measles","Iraq ","Asia ","33.31281","44.36149","42217.0","2015.0","976.0","0.0","Epidemic","Outbreak News Today. ""Measles cases in Iraq up in 2015."" August 17, 2015. ","http://outbreaknewstoday.com/measles-cases-in-iraq-up-in-2015/"
"Measles","Measles","Ireland (Belfast)","Europe","55.9845","-5.935594","10/2009","2009.0","60.0","0.0","Epidemic","Bellefast Telegraph, ""HSE warns of measles outbreak in South, Southwest, and West,"" October 22, 2009.","http://www.belfasttelegraph.co.uk/breaking-news/uk-ireland/hse-warns-of-measles-outbreak-in-south-southwest-and-west-14540975.html"
"Measles","Measles","Ireland (Belfast)","Europe","53.581657","-5.935594","10/2010","2010.0","8.0","0.0","Secondary","Smyth, Lisa. ""Measles outbreak declared after eight fall ill."" Bellefast Telegraph, October 14, 2010.","http://www.belfasttelegraph.co.uk/news/local-national/northern-ireland/measles-outbreak-declared-after-eight-fall-ill-14976232.html"
"Measles","Measles","Ireland","Europe","53.34399","-6.30615","08/2011-09/2011","2011.0","139.0","0.0","Epidemic","Irish Examiner, ""139 Cases of measles reported in two months,"" November 3, 2011.","http://www.examiner.ie/breakingnews/ireland/139-cases-of-measles-recorded-in-two-months-526871.html"
"Measles","Measles","Ireland","Europe","53.41291","-8.24389","08/2011","2011.0","23.0","0.0","Cluster","Measles outbreak in Eastern Ireland, 2011 . Disease Survellience Report of HPSC 12, no. 11 (2011).","http://ndsc.newsweaver.ie/epiinsight/1fng5qmgsrbbsjyxp8wi4b?a=1&p=18519345&t=17517774"
"Measles","Measles","Ireland (West Cork)","Europe","51.89787","-8.47109","07/2012","2012.0","64.0","0.0","Cluster","Irish Health, ""Cork measles outbreak worsens,"" July 2, 2012.","http://www.irishhealth.com/article.html?id=20839"
"Measles","Measles","Ireland (Belfast)","Europe","54.57007","-5.95184","12/2012","2012.0","4.0","0.0","Cluster","Measles outbreak declared afrter four cases detected. New Letter. December 12, 2012.","http://www.newsletter.co.uk/news/headlines/measles-outbreak-declared-after-four-cases-detected-1-4579638"
"Measles","Measles","Ireland","Europe","53.41291","-8.24389","1/2012-12/2012","2012.0","217.0","0.0","Epidemic","O'Regan, Eilish.  ""Cases of measles rose in aeras where HSE stopped jabs."" Independent.  December 8, 2012.","http://www.independent.ie/national-news/cases-of-measles-rose-in-areas-where-hse-stopped-jabs-3319294.html"
"Measles","Measles","Ireland (Galway)","Europe","53.27854","-9.06046","3/2014-4/2014","2014.0","15.0","0.0","Cluster","Galway Advertiser. ""Students urged to receive measles vaccination as fifteen cases reported."" May 1, 2014.","http://www.advertiser.ie/galway/article/69038/students-urged-to-receive-measles-vaccination-as-fifteen-cases-reported-#.U2ePUPldXzg"
"Mumps","Mumps","Ireland","Europe","54.99661"," -7.30857 ","7/2015","2015.0","2000.0","0.0","Epidemic","McCarthy, John.  ""Mumps outbreak as 2,000 cases reported.""  Irish Examiner.  July 25, 2015. ","http://www.irishexaminer.com/ireland/mumps-outbreak-as-2000-cases-reported-346524.html"
"Mumps","Mumps","Israel","Asia","31.046051","34.851612","1/2010- 7/2010","2010.0","4185.0","0.0","Epidemic","Vara, Christine. ""Rising Rates of Measles, Mumps and Pertussis of Great Concern."" Shot of Prevention. May 18, 2010","http://shotofprevention.com/2010/05/18/rising-rates-of-measels-mumps-and-pertussis-of-great-concern/"
"Measles","Measles","Israel","Asia","31.44741","34.9585","9/2011","2011.0","12.0","0.0","Cluster","Forum, ""Health Ministry calls upon Ukrainians to get vaccinated against measles,"" October 31, 2011.","http://en.for-ua.com/news/2011/10/31/115840.html"
"Measles","Measles","Israel","Asia","31.04605","34.85161","5/2012","2012.0","96.0","0.0","Epidemic","Even, Dan. ""After years of calm, measles cases spike in northern Israel."" Haaretz Daily Newspaper. June 4, 2012.","http://www.haaretz.com/news/national/after-years-of-calm-measles-cases-spike-in-northern-israel-1.434340"
"Mumps","Mumps","Israel","Asia","31.99991","36.851612","09/2011","2011.0","105.0","0.0","Epidemic","Even, Dan . ""Ministry: Israel in midst of mumps outbreak ."" Haaretz.com, November 17, 2009.","http://www.haaretz.com/print-edition/news/ministry-israel-in-midst-of-mumps-outbreak-1.4050"
"Polio","Polio","Israel","Asia","31.24757","34.86119","8/2013","2013.0","7.0","0.0","Cluster","Even, Dan. ""Health Ministry mulls using live vaccine to combat spread of polio in Israel."" Haaretz. July 31, 2013. (Note: The 7 “cases” are evidence of infection, but not of disease.)","http://www.haaretz.com/news/national/.premium-1.538857"
"Measles","Measles","Italy","Europe","41.87194","12.56738","1/2011-12/2011","2011.0","5189.0","0.0","Epidemic","World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.","http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/"
"Measles","Measles","Italy","Europe","42.9725","12.40356","11/2011-10/2012","2012.0","724.0","0.0","Epidemic","European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.","http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf"
"Measles","Measles","Italy","Europe","40.63273","17.94176","2/2014-5/2014","2014.0","32.0","0.0","Cluster","Cozza, V.,  M Chironna, C. Leo, and R. Prato. ""Letter to the Editor: Measles on the Cruise Ship: Links with Virus Spreading into an Emergency Department in Southern Italy."" Eurosurveillance. May 15, 2014.","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20800"
"Measles","Measles","Italy","Europe","41.87194","12.56738","1/2014-12/2014","2014.0","1642.0","0.0","Epidemic","World Health Organization. ""WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ","http://www.euro.who.int/en/media-centre/sections/press-releases/2015/whoeurope-calls-for-scaled-up-vaccination-against-measles"
"Rubella","Rubella","Japan","Asia","35.63944","136.53809","1/2012-12/2012","2012.0","2353.0","0.0","Epidemic","Nakata, Hiroko, ""Rubella outbreak spreading quickly,"" The Japan Times, February 8, 2013.","http://www.japantimes.co.jp/news/2013/02/08/national/rubella-outbreak-spreading-quickly/#.US_EuDCR9dd"
"Rubella","Rubella","Japan","Asia","37.99616","140.05371","1/2013-6/2013","2013.0","10102.0","0.0","Epidemic","Aquino, Faith. ""Over 10,000 cases of Rubella recorded so far in Japan this year."" Japan Daily Press. June 18, 2013.","http://japandailypress.com/over-10000-cases-of-rubella-recorded-so-far-in-japan-this-year-1830810"
"Rubella","Rubella","Japan (Tokyo)","Asia","35.68853","139.21875","2/2013","2013.0","133.0","0.0","Epidemic","Infectious Disease Surveillance Center, ""Web edition: infection surveillance spreadsheet report the number of patients reporting disease,"" February 29, 2013.","http://survey.tokyo-eiken.go.jp/epidinfo/weeklyzensu.do"
"Measles","Measles","Japan","Asia","39.26628","140.93262","1/2012-12/2013","2013.0","293.0","0.0","Epidemic","The National Institute of Infectious Diseases, ""Infectious Agents Surveillance Report, Vol. 34, No. 2 (No. 396),"" February 21-23, 2013.","http://www.nih.go.jp/niid/en/index-e/865-iasr/3234-tpc396.html"
"Measles","Measles","Japan ","Asia","36.20482","138.25292","2/2014","2014.0","119.0","0.0","Cluster","National Institute of Infectious Diseases. ""Measles situation update, epidemiologic week 48, 2013 － epidemiologic week 8, 2014."" March 14, 2014.","http://www.nih.go.jp/niid/en/all-surveillance/2292-idwr/idwr-article-en/4440-idwrc-1408-en.html"
"Measles","Measles","Japan","Asia","36.20482","138.25292","8/2015","2015.0","1.0","0.0","Secondary","World Health Organization Western Pacific Region. ""Measles-Rubella Bulletin 2015."" July 2015. ","http://iris.wpro.who.int/bitstream/10665.1/11373/1/Measles-Rubella_Bulletin_2015_Vol_09_No_07.pdf?ua=1"
"Measles","Measles","Jordan (Zaatari Refugee Camp)","Asia","32.4186","38.31657","4/2013","2013.0","13.0","0.0","Cluster","Malkawi, Khetam. ""13 cases of measles detected among Syrian refugees."" The Jordan Times, April 17, 2013.","http://jordantimes.com/13-cases-of-measles-detected-among-syrian-refugees"
"Measles","Measles","Kazakhstan","Asia","43.71885","54.19707","1/2014-12/2014","2014.0","317.0","0.0","Epidemic","World Health Organization. ""WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ","http://24.kz/ru/news/regions/item/9390-kor-obnaruzhili-u-kursanta-v-yuzhnom-kazakhstane"
"Measles","Measles","Kazakhstan","Asia","55.05547","73.31673","2/2015","2015.0","8.0","0.0","Cluster","Om1.ru. "" Казахстанцы привезли в Омску область корь."" February 18, 2015. ","http://www.om1.ru/health/news/52504/"
"Measles","Measles","Kazakhstan","Asia","47.45121","64.48289","1/2015-2/2015","2015.0","212.0","0.0","Epidemic","World Health Organization ""WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ",""
"Polio","Polio","Kenya","Africa","-0.02356","37.90619","09/2011","2011.0","3.0","0.0","Cluster","Alert Net. ""KENYA: Thousands of children to be immunized amid polio outbreak."" September 19, 2011.","http://www.trust.org/alertnet/news/kenya-thousands-of-children-to-be-immunized-amid-polio-outbreak"
"Polio","Polio","Kenya","Africa","-0.023559","37.01231","5/2009","2009.0","13.0","0.0","Cluster","Kaiser Health News. ""Kenyan Health Officials Confirm 13 New Polio Cases."" May 21, 2009. ","http://khn.org/morning-breakout/52109-polio/"
"Polio","Polio","Kenya","Africa","0.05426","40.30837","5/2013-7/2013","2013.0","14.0","0.0","Cluster","Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.","http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx"
"Measles","Measles","Kenya","Africa","-0.05725","37.83897","1/2010-12/2010","2010.0","1279.0","0.0","Epidemic","William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext"
"Measles","Measles","Kenya (Pokot)","Africa","1.58887","35.285","9/2012","2012.0","500.0","3.0","Epidemic","Osinde Obare. ""Measles outbreak claims 3 children in Pokot."" Rift Valley. September 20, 2012.","http://www.standardmedia.co.ke/?articleID=2000066499&pageNo=2"
"Measles","Measles","Kenya (Nandi)","Africa","0.18359","35.12688","9/2012","2012.0","5.0","0.0","Cluster","Barry Salil. ""Kenya: Doctors warn against measles outbreak."" The Star. September 14, 2012.","http://allafrica.com/stories/201209140157.html"
"Measles","Measles","Kenya (Kimilili)","Africa","0.78333","34.71667","8/2012","2012.0","20.0","3.0","Cluster","John Nalianya. ""Fears over measles outbreak."" The Star. August 30, 2012.       ","http://www.the-star.co.ke/local/western--nyanza/92207-measles-alert-in-kimilili-3-children-dead"
"Measles","Measles","Kenya (Narok North)","Africa","-1.08333","35.86667","1/2012-10/2012","2012.0","346.0","0.0","Epidemic","Kiplang'at Kirui, ""Kenya: Drop in Measles Cases,"" The Star, October 8, 2012.","http://allafrica.com/stories/201210090123.html"
"Measles","Measles","Kenya","Africa","-0.0418","37.94291","1/2009-12/2009","2009.0","1374.0","0.0","Epidemic","William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext"
